epoch,accuracy,loss,val_accuracy,val_loss
1,0.7722963094711304,0.7509261965751648,0.8551666736602783,0.48925042152404785
2,0.8792963027954102,0.40641188621520996,0.878333330154419,0.42103254795074463
3,0.8975740671157837,0.3422658443450928,0.8893333077430725,0.37189537286758423
4,0.91053706407547,0.3019287884235382,0.9010000228881836,0.33303651213645935
5,0.9198703765869141,0.2710335850715637,0.9071666598320007,0.31530559062957764
6,0.9267592430114746,0.24840587377548218,0.9021666646003723,0.3357604444026947
7,0.931759238243103,0.2293546050786972,0.9133333563804626,0.30415570735931396
8,0.935796320438385,0.2142074704170227,0.9120000004768372,0.2985226511955261
9,0.9395370483398438,0.20196722447872162,0.9198333621025085,0.2836911082267761
10,0.9436481595039368,0.18960453569889069,0.9175000190734863,0.28782880306243896
