epoch,accuracy,loss,val_accuracy,val_loss
1,0.8686851859092712,0.42675623297691345,0.9518333077430725,0.1719878613948822
2,0.9635370373725891,0.12354479730129242,0.9666666388511658,0.114034004509449
3,0.9789999723434448,0.07271310687065125,0.9750000238418579,0.09684789180755615
4,0.9871296286582947,0.04410441592335701,0.9708333611488342,0.10557839274406433
5,0.9916852116584778,0.027483955025672913,0.9714999794960022,0.11198640614748001
6,0.9945370554924011,0.018200967460870743,0.9733333587646484,0.11643023788928986
7,0.9965370297431946,0.010860977694392204,0.9775000214576721,0.12551887333393097
8,0.9976666569709778,0.006976948585361242,0.9775000214576721,0.13221944868564606
9,0.9984074234962463,0.005193860270082951,0.9758333563804626,0.1367587149143219
10,0.9987407326698303,0.004244388081133366,0.9791666865348816,0.1411297619342804
