epoch,accuracy,loss,val_accuracy,val_loss
1,0.7390925884246826,0.9036543965339661,0.800166666507721,0.6958067417144775
2,0.8094444274902344,0.6497439742088318,0.8088333606719971,0.6412351727485657
3,0.8187777996063232,0.6161354780197144,0.8113333582878113,0.6268306970596313
4,0.8237407207489014,0.6005794405937195,0.8191666603088379,0.6239842772483826
5,0.8260555267333984,0.5911539196968079,0.8178333044052124,0.6175126433372498
6,0.8285185098648071,0.5838929414749146,0.8166666626930237,0.6158202290534973
7,0.8308518528938293,0.5790737867355347,0.8181666731834412,0.6144406199455261
8,0.8322407603263855,0.5740622878074646,0.8148333430290222,0.6161994934082031
9,0.8330925703048706,0.5701839327812195,0.8178333044052124,0.6083490252494812
10,0.8338888883590698,0.567645251750946,0.8165000081062317,0.6091676950454712
11,0.8343333601951599,0.5644161105155945,0.8184999823570251,0.6083200573921204
12,0.8350370526313782,0.5613618493080139,0.8199999928474426,0.6087765097618103
13,0.8360185027122498,0.559619665145874,0.8180000185966492,0.6094966530799866
14,0.8364629745483398,0.5575916171073914,0.8201666474342346,0.6082985997200012
15,0.8365740776062012,0.5554854869842529,0.8176666498184204,0.6093147993087769
