epoch,accuracy,loss,val_accuracy,val_loss
1,0.592203676700592,1.2846335172653198,0.7246666550636292,0.9178512096405029
2,0.7525370121002197,0.8292163014411926,0.7661666870117188,0.7683303952217102
3,0.7807777523994446,0.7379530668258667,0.7816666960716248,0.7189252376556396
4,0.7953147888183594,0.6894919872283936,0.7985000014305115,0.6797365546226501
5,0.8076481223106384,0.6514757871627808,0.8029999732971191,0.6541526913642883
6,0.8140925765037537,0.6256088018417358,0.8040000200271606,0.6454209685325623
7,0.8190370202064514,0.6098657250404358,0.8083333373069763,0.6284594535827637
8,0.8210740685462952,0.5978484749794006,0.812833309173584,0.6205672025680542
9,0.8235740661621094,0.5893340110778809,0.8108333349227905,0.6204640865325928
10,0.8252778053283691,0.581061840057373,0.8163333535194397,0.6078886985778809
