epoch,accuracy,loss,val_accuracy,val_loss
1,0.5081296563148499,1.4467477798461914,0.6936666369438171,0.9936203360557556
2,0.7378148436546326,0.8541094660758972,0.7605000138282776,0.7907026410102844
3,0.7812036871910095,0.7238349914550781,0.7898333072662354,0.707571268081665
4,0.8025185465812683,0.6621164083480835,0.8015000224113464,0.6600252389907837
5,0.8129629492759705,0.629239559173584,0.8106666803359985,0.6349251866340637
6,0.8182777762413025,0.6076799631118774,0.8153333067893982,0.6217162013053894
7,0.8232222199440002,0.5914573073387146,0.8198333382606506,0.6095425486564636
8,0.8272592425346375,0.5784152746200562,0.8203333616256714,0.6008803248405457
9,0.832111120223999,0.5666682124137878,0.8259999752044678,0.5823745131492615
10,0.8338888883590698,0.5570541024208069,0.8316666483879089,0.5775112509727478
