epoch,accuracy,loss,val_accuracy,val_loss
1,0.7533518671989441,0.8526467680931091,0.8013333082199097,0.6693009734153748
2,0.8126481771469116,0.6367499232292175,0.812166690826416,0.6326274275779724
3,0.8205925822257996,0.6097084283828735,0.8168333172798157,0.6207718849182129
4,0.8248703479766846,0.5969050526618958,0.8190000057220459,0.6166516542434692
5,0.8277778029441833,0.5889210104942322,0.8168333172798157,0.6154614090919495
6,0.8300555348396301,0.5831248760223389,0.8195000290870667,0.6159590482711792
7,0.8313148021697998,0.5786386132240295,0.8195000290870667,0.6097155213356018
8,0.8320740461349487,0.5747321248054504,0.8209999799728394,0.6115475296974182
9,0.8338888883590698,0.5707948207855225,0.8153333067893982,0.616834282875061
10,0.8336296081542969,0.5683647394180298,0.8178333044052124,0.6129159331321716
11,0.8342592716217041,0.5655931234359741,0.8196666836738586,0.6120054721832275
12,0.8357222080230713,0.5634931921958923,0.8183333277702332,0.6104154586791992
13,0.8359259366989136,0.5610864758491516,0.8174999952316284,0.6121371388435364
14,0.837148129940033,0.5596529841423035,0.8199999928474426,0.6089178919792175
15,0.8368703722953796,0.5579946637153625,0.8190000057220459,0.6107568144798279
