epoch,accuracy,loss,val_accuracy,val_loss
1,0.8782036900520325,0.39842039346694946,0.9490000009536743,0.17609025537967682
2,0.9663333296775818,0.11423765867948532,0.965833306312561,0.11629363894462585
3,0.9820370078086853,0.059879906475543976,0.968999981880188,0.11248514801263809
4,0.9896666407585144,0.033238474279642105,0.9668333530426025,0.13282768428325653
5,0.9949073791503906,0.01814049668610096,0.9748333096504211,0.1243070662021637
6,0.9965741038322449,0.01076361071318388,0.9700000286102295,0.16942746937274933
7,0.9974629878997803,0.007718933746218681,0.971833348274231,0.16091062128543854
8,0.998203694820404,0.006077527534216642,0.9706666469573975,0.18831293284893036
9,0.9989259243011475,0.0038494430482387543,0.9735000133514404,0.1914665251970291
10,0.9989814758300781,0.003260998288169503,0.9725000262260437,0.1925305426120758
