epoch,accuracy,loss,val_accuracy,val_loss
1,0.8807592391967773,0.3878598213195801,0.9580000042915344,0.14975866675376892
2,0.9699074029922485,0.10106119513511658,0.9671666622161865,0.1173645406961441
3,0.9837592840194702,0.054684966802597046,0.9731666445732117,0.10606794059276581
4,0.9905370473861694,0.031406156718730927,0.9763333201408386,0.10699145495891571
5,0.9948889017105103,0.016576072201132774,0.9760000109672546,0.12936566770076752
6,0.9966296553611755,0.011574583128094673,0.9761666655540466,0.13495612144470215
7,0.9982407689094543,0.006000814959406853,0.9753333330154419,0.16435551643371582
8,0.9985555410385132,0.004405940417200327,0.9776666760444641,0.16203568875789642
9,0.9988148212432861,0.0035062332171946764,0.9751666784286499,0.171138197183609
10,0.9989073872566223,0.0032394668087363243,0.9756666421890259,0.20445255935192108
11,0.9990184903144836,0.002691256580874324,0.9781666398048401,0.2063787430524826
12,0.9993333220481873,0.00221466482616961,0.9785000085830688,0.19966021180152893
13,0.999740719795227,0.0008627809584140778,0.9781666398048401,0.21258963644504547
14,0.999740719795227,0.0007884435472078621,0.9783333539962769,0.2369488924741745
15,0.9994629621505737,0.0018151338445022702,0.9771666526794434,0.2321307212114334
