epoch,accuracy,loss,val_accuracy,val_loss
1,0.7789999842643738,0.7412512302398682,0.8493333458900452,0.5027431845664978
2,0.8715555667877197,0.43542003631591797,0.8778333067893982,0.42056453227996826
3,0.8940555453300476,0.36265259981155396,0.8931666612625122,0.36826661229133606
4,0.9071851968765259,0.3196662366390228,0.8983333110809326,0.34802666306495667
5,0.914555549621582,0.2912968099117279,0.9070000052452087,0.332232803106308
6,0.921574056148529,0.270145058631897,0.9088333249092102,0.31925517320632935
7,0.926981508731842,0.25301334261894226,0.9120000004768372,0.3112095892429352
8,0.9302036762237549,0.2410840541124344,0.9125000238418579,0.3052598237991333
9,0.9334444403648376,0.22767767310142517,0.9129999876022339,0.3039940893650055
10,0.9363889098167419,0.21730650961399078,0.9163333177566528,0.2922151982784271
