epoch,accuracy,loss,val_accuracy,val_loss
1,0.8842592835426331,0.37833890318870544,0.9509999752044678,0.16464224457740784
2,0.9649259448051453,0.11893890053033829,0.9668333530426025,0.11431422084569931
3,0.9780185222625732,0.07175452262163162,0.9711666703224182,0.1032164990901947
4,0.9862407445907593,0.04305333271622658,0.9703333377838135,0.10583711415529251
5,0.9902222156524658,0.03075551614165306,0.9738333225250244,0.09433554857969284
6,0.9933518767356873,0.020805157721042633,0.9725000262260437,0.10812646150588989
7,0.9949629902839661,0.016108615323901176,0.9758333563804626,0.10635434091091156
8,0.9956481456756592,0.01348965521901846,0.9711666703224182,0.12380272150039673
9,0.9971110820770264,0.009561942890286446,0.9745000004768372,0.1182713434100151
10,0.996925950050354,0.009698736481368542,0.9753333330154419,0.11177976429462433
