epoch,accuracy,loss,val_accuracy,val_loss
1,0.9174444675445557,0.2713240683078766,0.9639999866485596,0.12507957220077515
2,0.9779444336891174,0.0741482824087143,0.9741666913032532,0.09206891804933548
3,0.9884814620018005,0.03879247233271599,0.9758333563804626,0.09425141662359238
4,0.9919629693031311,0.024057447910308838,0.9738333225250244,0.10500817000865936
5,0.9947592616081238,0.01644951105117798,0.9760000109672546,0.11073901504278183
6,0.9960370659828186,0.012193603441119194,0.9778333306312561,0.11196450889110565
7,0.9958518743515015,0.01260295044630766,0.9791666865348816,0.10565006732940674
8,0.996222198009491,0.011212636716663837,0.9798333048820496,0.10649760067462921
9,0.9964444637298584,0.01056043989956379,0.9714999794960022,0.12236526608467102
10,0.9977407455444336,0.007462415378540754,0.9800000190734863,0.11357451230287552
