epoch,accuracy,loss,val_accuracy,val_loss
1,0.8125185370445251,0.633746862411499,0.8794999718666077,0.4075150191783905
2,0.8987777829170227,0.3379621207714081,0.9035000205039978,0.32264211773872375
3,0.9201111197471619,0.267922967672348,0.9133333563804626,0.294516384601593
4,0.9333703517913818,0.22488710284233093,0.9258333444595337,0.25433290004730225
5,0.9427777528762817,0.19350895285606384,0.9211666584014893,0.2644568383693695
6,0.9498518705368042,0.17002372443675995,0.9293333292007446,0.23956570029258728
7,0.9546296000480652,0.15142235159873962,0.9311666488647461,0.2428993582725525
8,0.9605370163917542,0.13555790483951569,0.937333345413208,0.22184258699417114
9,0.9646852016448975,0.12015286833047867,0.9365000128746033,0.23424923419952393
10,0.9688518643379211,0.10833416879177094,0.934499979019165,0.2342362403869629
