epoch,accuracy,loss,val_accuracy,val_loss
1,0.8831111192703247,0.3896082937717438,0.9651666879653931,0.1308211237192154
2,0.9681666493415833,0.10476303100585938,0.9711666703224182,0.1002735123038292
3,0.9836481213569641,0.05695394054055214,0.9710000157356262,0.11612316966056824
4,0.9900000095367432,0.0340677835047245,0.9743333458900452,0.10031051933765411
5,0.9943703413009644,0.019314400851726532,0.9779999852180481,0.09225233644247055
6,0.9963889122009277,0.011500232852995396,0.9781666398048401,0.11420529335737228
7,0.9976851940155029,0.00724181579425931,0.9781666398048401,0.118135966360569
8,0.9983147978782654,0.004848578479140997,0.9756666421890259,0.13674956560134888
9,0.9986851811408997,0.003966931253671646,0.9760000109672546,0.16218924522399902
10,0.9990000128746033,0.003080149879679084,0.9766666889190674,0.17656338214874268
