epoch,accuracy,loss,val_accuracy,val_loss
1,0.90196293592453,0.31968602538108826,0.9648333191871643,0.1320287138223648
2,0.9759259223937988,0.08157359808683395,0.9798333048820496,0.08188463747501373
3,0.9878148436546326,0.04063699021935463,0.9760000109672546,0.09278764575719833
4,0.9933333396911621,0.02202904224395752,0.9796666502952576,0.08481567353010178
5,0.9962777495384216,0.012752319686114788,0.9766666889190674,0.11791713535785675
6,0.9976111054420471,0.008306019939482212,0.9800000190734863,0.12371288239955902
7,0.9979074001312256,0.006099943537265062,0.9801666736602783,0.11849800497293472
8,0.9980370402336121,0.005710073746740818,0.981333315372467,0.14744333922863007
9,0.9985185265541077,0.004393653944134712,0.9818333387374878,0.14348097145557404
10,0.9982407689094543,0.005443704780191183,0.9815000295639038,0.14951902627944946
11,0.9987592697143555,0.004063032567501068,0.9786666631698608,0.18241021037101746
12,0.9988889098167419,0.00342775066383183,0.9800000190734863,0.18211063742637634
13,0.9992777705192566,0.002604762325063348,0.981166660785675,0.18830160796642303
14,0.9993888735771179,0.002245276002213359,0.9800000190734863,0.2265722006559372
15,0.9992036819458008,0.0027843052521348,0.9793333411216736,0.23010918498039246
