epoch,accuracy,loss,val_accuracy,val_loss
1,0.8641296029090881,0.43863582611083984,0.950166642665863,0.17313392460346222
2,0.9628518223762512,0.12557697296142578,0.9610000252723694,0.13292865455150604
3,0.978092610836029,0.07370233535766602,0.9748333096504211,0.09362295269966125
4,0.9865370392799377,0.04699433594942093,0.9754999876022339,0.09363386034965515
5,0.9911481738090515,0.028961168602108955,0.9756666421890259,0.10932329297065735
6,0.994518518447876,0.018554246053099632,0.9764999747276306,0.10901794582605362
7,0.9962037205696106,0.012477386742830276,0.9781666398048401,0.11672873795032501
8,0.9979629516601562,0.0067673977464437485,0.9761666655540466,0.1464870274066925
9,0.9981481432914734,0.006326373666524887,0.9786666631698608,0.1398482322692871
10,0.998296320438385,0.0044456059113144875,0.9764999747276306,0.14641177654266357
11,0.9987407326698303,0.0034726187586784363,0.9778333306312561,0.17427513003349304
12,0.9988889098167419,0.003080082358792424,0.9771666526794434,0.20236605405807495
13,0.9989814758300781,0.0030922594014555216,0.9758333563804626,0.2003747522830963
14,0.9994259476661682,0.0019585825502872467,0.9785000085830688,0.1983717679977417
15,0.9994074106216431,0.0018982747569680214,0.9768333435058594,0.23981115221977234
