epoch,accuracy,loss,val_accuracy,val_loss
1,0.898888885974884,0.3304775357246399,0.9636666774749756,0.12695583701133728
2,0.9712592363357544,0.093984454870224,0.971833348274231,0.09489479660987854
3,0.9848889112472534,0.05143722891807556,0.9764999747276306,0.08866275101900101
4,0.9892222285270691,0.034813638776540756,0.9760000109672546,0.09544339776039124
5,0.9925740957260132,0.0238668080419302,0.9819999933242798,0.08714717626571655
6,0.9938333630561829,0.01918780989944935,0.9821666479110718,0.0822531133890152
7,0.9959814548492432,0.01213648822158575,0.9808333516120911,0.08505947142839432
8,0.9965555667877197,0.010910329408943653,0.9801666736602783,0.0922413095831871
9,0.9955185055732727,0.013843759894371033,0.9806666374206543,0.10367044806480408
10,0.996055543422699,0.012387764640152454,0.9775000214576721,0.10014408081769943
11,0.997592568397522,0.0072480458766222,0.9815000295639038,0.11307667195796967
12,0.9974074363708496,0.008496737107634544,0.9815000295639038,0.10829325020313263
13,0.9976851940155029,0.007054687011986971,0.984333336353302,0.09754550457000732
14,0.99742591381073,0.007846783846616745,0.9816666841506958,0.10088487714529037
15,0.9979259371757507,0.00685111666098237,0.9823333621025085,0.11053559184074402
