epoch,accuracy,loss,val_accuracy,val_loss
1,0.892296314239502,0.3512076139450073,0.9588333368301392,0.1415361911058426
2,0.9689444303512573,0.10320216417312622,0.9691666960716248,0.11774946749210358
3,0.9829259514808655,0.058076873421669006,0.9729999899864197,0.10360604524612427
4,0.9891852140426636,0.03569335117936134,0.9739999771118164,0.09891903400421143
5,0.992981493473053,0.022293545305728912,0.9760000109672546,0.10395823419094086
6,0.9939073920249939,0.018072238191962242,0.9756666421890259,0.106278195977211
7,0.9952222108840942,0.014355569146573544,0.9760000109672546,0.12032735347747803
8,0.9957777857780457,0.012236007489264011,0.9771666526794434,0.11535928398370743
9,0.9966296553611755,0.009939533658325672,0.9791666865348816,0.10509517043828964
10,0.9962777495384216,0.011274310760200024,0.9778333306312561,0.11848081648349762
11,0.9973148107528687,0.008080669678747654,0.9788333177566528,0.12365544587373734
12,0.9973703622817993,0.008181093260645866,0.9769999980926514,0.128835529088974
13,0.9978703856468201,0.0066987271420657635,0.9771666526794434,0.1189780980348587
14,0.99742591381073,0.006548487115651369,0.9750000238418579,0.14531508088111877
15,0.9972037076950073,0.008376402780413628,0.9766666889190674,0.1340312957763672
