epoch,accuracy,loss,val_accuracy,val_loss
1,0.8842777609825134,0.37972304224967957,0.9653333425521851,0.12837615609169006
2,0.9734444618225098,0.09261853247880936,0.9733333587646484,0.09992697834968567
3,0.9857222437858582,0.04874571040272713,0.9816666841506958,0.07757710665464401
4,0.9916852116584778,0.02742931619286537,0.9804999828338623,0.08546926081180573
5,0.9950555562973022,0.016457224264740944,0.9754999876022339,0.12157431244850159
6,0.9968888759613037,0.010867304168641567,0.9829999804496765,0.09592707455158234
7,0.9976851940155029,0.007735068444162607,0.9835000038146973,0.11439474672079086
8,0.9981666803359985,0.005590468179434538,0.9816666841506958,0.13292275369167328
9,0.9988333582878113,0.0035936315543949604,0.9829999804496765,0.14421482384204865
10,0.9992592334747314,0.002776677720248699,0.9801666736602783,0.15565450489521027
