epoch,accuracy,loss,val_accuracy,val_loss
1,0.8839259147644043,0.3806665539741516,0.9506666660308838,0.17906056344509125
2,0.9665370583534241,0.11062866449356079,0.9698333144187927,0.10980439931154251
3,0.9820740818977356,0.059430524706840515,0.9743333458900452,0.10192088037729263
4,0.9906666874885559,0.03053460642695427,0.9733333587646484,0.11890889704227448
5,0.9950370192527771,0.01643148995935917,0.9676666855812073,0.14713236689567566
6,0.9967777729034424,0.009640912525355816,0.971833348274231,0.16429348289966583
7,0.9974814653396606,0.006923431530594826,0.9729999899864197,0.19273938238620758
8,0.9986851811408997,0.004589472431689501,0.971833348274231,0.19023121893405914
9,0.9988889098167419,0.0036584811750799417,0.9753333330154419,0.19189304113388062
10,0.9987221956253052,0.0035154223442077637,0.9743333458900452,0.212997168302536
