epoch,accuracy,loss,val_accuracy,val_loss
1,0.7896666526794434,0.7035788297653198,0.8628333210945129,0.45921602845191956
2,0.8798518776893616,0.3999505639076233,0.8821666836738586,0.38217785954475403
3,0.8991666436195374,0.33533015847206116,0.8964999914169312,0.35330310463905334
4,0.9118703603744507,0.29481127858161926,0.9004999995231628,0.3307037949562073
5,0.9212777614593506,0.2678054869174957,0.9100000262260437,0.308304101228714
6,0.9254999756813049,0.24718575179576874,0.9131666421890259,0.2992648482322693
7,0.9317036867141724,0.2295006662607193,0.9123333096504211,0.2961706221103668
8,0.9371851682662964,0.21524570882320404,0.9211666584014893,0.2795836329460144
9,0.9396666884422302,0.20255598425865173,0.9193333387374878,0.2856177091598511
10,0.9420740604400635,0.19225475192070007,0.9190000295639038,0.2808796465396881
11,0.9454259276390076,0.18269185721874237,0.921500027179718,0.27138766646385193
12,0.9485185146331787,0.17389895021915436,0.9204999804496765,0.28589144349098206
13,0.9507963061332703,0.16595794260501862,0.92166668176651,0.28117263317108154
14,0.9528148174285889,0.1594494730234146,0.9235000014305115,0.27134931087493896
15,0.9546296000480652,0.15280300378799438,0.9258333444595337,0.27728015184402466
