epoch,accuracy,loss,val_accuracy,val_loss
1,0.8990185260772705,0.3361873924732208,0.9558333158493042,0.15272076427936554
2,0.9679999947547913,0.10785409063100815,0.9661666750907898,0.1177404373884201
3,0.982629656791687,0.05781925469636917,0.9649999737739563,0.13273513317108154
4,0.9903148412704468,0.03232470154762268,0.9698333144187927,0.12368136644363403
5,0.992814838886261,0.02179371751844883,0.965499997138977,0.14690078794956207
6,0.9946296215057373,0.016707848757505417,0.9714999794960022,0.13209247589111328
7,0.9967036843299866,0.01145462691783905,0.9721666574478149,0.13644477725028992
8,0.9967592358589172,0.010350353084504604,0.9731666445732117,0.13197816908359528
9,0.996055543422699,0.012392214499413967,0.9725000262260437,0.14310525357723236
10,0.9972407221794128,0.008964845910668373,0.9748333096504211,0.13790811598300934
11,0.9980555772781372,0.006120620761066675,0.9741666913032532,0.14958614110946655
12,0.9981481432914734,0.006561091635376215,0.9731666445732117,0.158979132771492
13,0.9972407221794128,0.008038181811571121,0.9691666960716248,0.17265580594539642
14,0.9977037310600281,0.00708155520260334,0.9738333225250244,0.17859689891338348
15,0.997259259223938,0.008042476139962673,0.9743333458900452,0.16414928436279297
