epoch,accuracy,loss,val_accuracy,val_loss
1,0.8984259366989136,0.3298107981681824,0.9628333449363708,0.1385539174079895
2,0.972000002861023,0.0924641564488411,0.9679999947547913,0.11215061694383621
3,0.9860740900039673,0.04765757918357849,0.9729999899864197,0.10245726257562637
4,0.9912222027778625,0.027799060568213463,0.9714999794960022,0.1123521700501442
5,0.9933703541755676,0.02038821578025818,0.9736666679382324,0.11253774911165237
6,0.9963518381118774,0.011405340395867825,0.9731666445732117,0.12988510727882385
7,0.9965370297431946,0.011760435067117214,0.9726666808128357,0.1328551173210144
8,0.9957777857780457,0.012802626937627792,0.9728333353996277,0.13158902525901794
9,0.9973703622817993,0.007367310114204884,0.9743333458900452,0.14144568145275116
10,0.9979259371757507,0.0066836802288889885,0.9756666421890259,0.14229586720466614
