epoch,accuracy,loss,val_accuracy,val_loss
1,0.8934259414672852,0.3549085259437561,0.9513333439826965,0.17150740325450897
2,0.9652777910232544,0.11755342036485672,0.9639999866485596,0.12488164007663727
3,0.9812222123146057,0.06414827704429626,0.9641666412353516,0.1320299208164215
4,0.9889629483222961,0.03566528856754303,0.968666672706604,0.12124482542276382
5,0.9925185441970825,0.02510766312479973,0.9674999713897705,0.14309392869472504
6,0.9940555691719055,0.018492024391889572,0.9670000076293945,0.14944873750209808
7,0.9962777495384216,0.011819526553153992,0.968833327293396,0.16200289130210876
8,0.9963148236274719,0.010685174725949764,0.972000002861023,0.157708540558815
9,0.9969444274902344,0.010487482883036137,0.968500018119812,0.17448721826076508
10,0.9971296191215515,0.008898944593966007,0.9691666960716248,0.171108216047287
