epoch,accuracy,loss,val_accuracy,val_loss
1,0.8222407698631287,0.6087058186531067,0.8848333358764648,0.39230042695999146
2,0.9012777805328369,0.3288866877555847,0.9045000076293945,0.3268892168998718
3,0.9241481423377991,0.2590392827987671,0.9154999852180481,0.2940884828567505
4,0.9365000128746033,0.2166312038898468,0.9253333210945129,0.2623249590396881
5,0.9453148245811462,0.18597298860549927,0.9316666722297668,0.24175775051116943
6,0.9525555372238159,0.16332972049713135,0.9309999942779541,0.23997800052165985
7,0.956944465637207,0.14537587761878967,0.9366666674613953,0.22768782079219818
8,0.9612777829170227,0.12962594628334045,0.9359999895095825,0.23156727850437164
9,0.9661296010017395,0.11653219908475876,0.9366666674613953,0.23269163072109222
10,0.9698518514633179,0.10511422157287598,0.9358333349227905,0.24339371919631958
