epoch,accuracy,loss,val_accuracy,val_loss
1,0.8703333139419556,0.4253007769584656,0.9468333125114441,0.17449699342250824
2,0.963018536567688,0.12688389420509338,0.9666666388511658,0.12003225833177567
3,0.9762592315673828,0.07736054807901382,0.9708333611488342,0.10351632535457611
4,0.9850370287895203,0.05031432956457138,0.9706666469573975,0.10695584863424301
5,0.9895370602607727,0.03465846925973892,0.9728333353996277,0.10428574681282043
6,0.9930185079574585,0.023826638236641884,0.9768333435058594,0.11391335725784302
7,0.994092583656311,0.0183920506387949,0.9713333249092102,0.12321630865335464
8,0.9956111311912537,0.014188161119818687,0.9748333096504211,0.1259569674730301
9,0.9958333373069763,0.013415380381047726,0.9783333539962769,0.12139784544706345
10,0.9954444169998169,0.013866353780031204,0.9761666655540466,0.11483042687177658
11,0.9965741038322449,0.010377717204391956,0.9794999957084656,0.11902669072151184
12,0.9973333477973938,0.00816245935857296,0.9751666784286499,0.14965367317199707
13,0.9957963228225708,0.011787466704845428,0.9773333072662354,0.12455398589372635
14,0.9966296553611755,0.009719165042042732,0.9763333201408386,0.1336279660463333
15,0.998370349407196,0.004828453529626131,0.9789999723434448,0.141472727060318
